TransactionID,Date,Type,Category,SubCategory,Amount,PaymentMethod,Merchant
TXN0567,2025-09-05,Expense,Health,Doctor,-193.11,Debit Card,Eczane
TXN0564,2025-09-05,Expense,Transportation,Taxi,-100.41,Credit Card,BiTaksi
TXN0568,2025-09-06,Expense,Food,Restaurant,-208.29,Debit Card,Starbucks
TXN0569,2025-09-06,Expense,Food,Groceries,-40.06,Credit Card,Getir
TXN0570,2025-09-06,Expense,Shopping,Electronics,-101.84,Debit Card,IKEA
TXN0571,2025-09-07,Expense,Entertainment,Streaming,-382.76,Credit Card,Netflix
TXN0572,2025-09-07,Expense,Personal Care,Cosmetics,-318.52,Credit Card,Beauty Salon
TXN0573,2025-09-07,Expense,Utilities,Internet,-92.36,Debit Card,Turkcell
TXN0576,2025-09-08,Expense,Food,Restaurant,-203.9,Debit Card,Starbucks
TXN0574,2025-09-08,Expense,Entertainment,Concert,-278.71,Cash,Cinemaximum
TXN0575,2025-09-08,Expense,Food,Cafe,-226.93,Credit Card,Migros
TXN0577,2025-09-09,Expense,Food,Cafe,-59.45,Cash,Migros
TXN0578,2025-09-10,Expense,Entertainment,Streaming,-41.13,Credit Card,Biletix
TXN0579,2025-09-10,Expense,Savings,FX,-401.43,Debit Card,Garanti BBVA
TXN0584,2025-09-11,Expense,Food,Cafe,-247.95,Credit Card,CarrefourSA
TXN0581,2025-09-11,Expense,Utilities,Phone,-99.58,Credit Card,ASKI
TXN0580,2025-09-11,Expense,Food,Restaurant,-29.54,Credit Card,Local Cafe
TXN0582,2025-09-11,Expense,Transportation,Fuel,-184.09,Credit Card,Petrol Ofisi
TXN0583,2025-09-11,Expense,Utilities,Water,-141.35,Cash,ASKI
TXN0585,2025-09-11,Expense,Utilities,Electricity,-60.2,Credit Card,Superonline
TXN0589,2025-09-12,Expense,Food,Cafe,-64.93,Credit Card,Starbucks
TXN0590,2025-09-12,Expense,Transportation,Taxi,-216.83,Debit Card,Petrol Ofisi
TXN0591,2025-09-12,Expense,Food,Groceries,-236.19,Credit Card,CarrefourSA
TXN0587,2025-09-12,Expense,Shopping,Clothing,-265.31,Cash,Trendyol
TXN0586,2025-09-12,Expense,Personal Care,Cosmetics,-211.84,Cash,Gratis
TXN0588,2025-09-12,Expense,Savings,FX,-907.06,Debit Card,IsYatirim
TXN0592,2025-09-13,Expense,Entertainment,Streaming,-330.38,Debit Card,Spotify
TXN0593,2025-09-13,Expense,Savings,Mutual Fund,-865.86,Credit Card,Garanti BBVA
TXN0594,2025-09-13,Expense,Entertainment,Concert,-134.36,Debit Card,Cinemaximum
TXN0595,2025-09-14,Expense,Food,Groceries,-46.91,Debit Card,Starbucks
TXN0596,2025-09-14,Expense,Food,Groceries,-205.53,Debit Card,Getir
TXN0600,2025-09-15,Expense,Food,Cafe,-177.71,Debit Card,CarrefourSA
TXN0599,2025-09-15,Expense,Transportation,Public Transport,-114.35,Credit Card,Shell
TXN0597,2025-09-15,Expense,Health,Pharmacy,-206.33,Cash,Acibadem
TXN0598,2025-09-15,Expense,Entertainment,Streaming,-375.13,Debit Card,Netflix
TXN0602,2025-09-16,Expense,Transportation,Fuel,-169.59,Credit Card,Ankara EGO
TXN0603,2025-09-16,Expense,Transportation,Fuel,-79.11,Debit Card,Shell
TXN0604,2025-09-16,Expense,Savings,FX,-374.87,Debit Card,IsYatirim
TXN0605,2025-09-16,Expense,Entertainment,Streaming,-294.57,Debit Card,Netflix
TXN0601,2025-09-16,Expense,Food,Restaurant,-157.89,Credit Card,Migros
TXN0606,2025-09-17,Expense,Food,Restaurant,-248.61,Debit Card,Migros
TXN0607,2025-09-17,Expense,Health,Pharmacy,-117.61,Cash,Medical Park
TXN0608,2025-09-17,Expense,Shopping,Home,-475.37,Credit Card,IKEA
TXN0611,2025-09-18,Expense,Shopping,Electronics,-589.33,Credit Card,IKEA
TXN0609,2025-09-18,Expense,Entertainment,Concert,-226.83,Credit Card,Cinemaximum
TXN0610,2025-09-18,Expense,Food,Restaurant,-188.0,Credit Card,CarrefourSA
TXN0612,2025-09-19,Expense,Shopping,Clothing,-121.57,Credit Card,MediaMarkt
TXN0613,2025-09-19,Expense,Food,Restaurant,-22.75,Credit Card,Local Cafe
TXN0614,2025-09-20,Expense,Transportation,Fuel,-108.79,Credit Card,Shell
TXN0615,2025-09-20,Expense,Entertainment,Cinema,-426.8,Credit Card,Spotify
TXN0616,2025-09-20,Expense,Food,Cafe,-243.78,Cash,Local Cafe
TXN0619,2025-09-21,Expense,Food,Groceries,-92.57,Debit Card,Starbucks
TXN0620,2025-09-21,Expense,Shopping,Clothing,-160.93,Debit Card,Trendyol
TXN0617,2025-09-21,Expense,Transportation,Public Transport,-21.14,Debit Card,Petrol Ofisi
TXN0618,2025-09-21,Expense,Personal Care,Haircut,-435.11,Debit Card,Beauty Salon
TXN0621,2025-09-22,Expense,Health,Doctor,-127.26,Cash,Eczane
TXN0622,2025-09-22,Expense,Transportation,Public Transport,-225.05,Cash,Petrol Ofisi
TXN0623,2025-09-23,Expense,Transportation,Taxi,-101.91,Cash,Ankara EGO
TXN0624,2025-09-24,Expense,Food,Cafe,-128.14,Cash,Getir
TXN0625,2025-09-24,Expense,Food,Cafe,-198.82,Debit Card,Getir
TXN0626,2025-09-26,Expense,Entertainment,Streaming,-150.9,Debit Card,Spotify
TXN0627,2025-09-26,Expense,Shopping,Home,-139.8,Cash,IKEA
TXN0628,2025-09-26,Expense,Food,Restaurant,-77.61,Credit Card,CarrefourSA
TXN0631,2025-09-28,Expense,Savings,Gold,-1233.92,Credit Card,Garanti BBVA
TXN0630,2025-09-28,Expense,Food,Cafe,-262.26,Credit Card,CarrefourSA
TXN0629,2025-09-28,Expense,Education,Course,-679.9,Cash,Udemy
TXN0632,2025-09-29,Expense,Transportation,Taxi,-273.1,Credit Card,Ankara EGO
TXN0633,2025-09-29,Expense,Food,Cafe,-131.85,Cash,Local Cafe
TXN0634,2025-10-01,Expense,Transportation,Public Transport,-246.18,Credit Card,Petrol Ofisi
TXN0635,2025-10-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0636,2025-10-01,Income,Salary,Monthly Salary,32676.17,Bank Transfer,TechCorp A.S.
TXN0637,2025-10-02,Expense,Shopping,Electronics,-317.18,Credit Card,Trendyol
TXN0638,2025-10-03,Expense,Food,Cafe,-209.13,Credit Card,Migros
TXN0639,2025-10-03,Expense,Utilities,Water,-68.98,Debit Card,Enerjisa
TXN0640,2025-10-03,Expense,Savings,Mutual Fund,-946.56,Credit Card,Garanti BBVA
TXN0642,2025-10-04,Expense,Food,Restaurant,-66.4,Cash,Migros
TXN0641,2025-10-04,Expense,Savings,Mutual Fund,-822.04,Debit Card,Garanti BBVA
TXN0644,2025-10-04,Expense,Food,Restaurant,-81.76,Credit Card,CarrefourSA
TXN0643,2025-10-04,Expense,Utilities,Internet,-108.2,Cash,Turkcell
TXN0645,2025-10-05,Expense,Personal Care,Haircut,-62.69,Debit Card,Gratis
TXN0651,2025-10-06,Expense,Entertainment,Streaming,-419.73,Debit Card,Spotify
TXN0646,2025-10-06,Expense,Entertainment,Concert,-190.94,Debit Card,Netflix
TXN0649,2025-10-06,Expense,Savings,FX,-1060.0,Debit Card,IsYatirim
TXN0647,2025-10-06,Expense,Utilities,Electricity,-118.41,Credit Card,Enerjisa
TXN0648,2025-10-06,Expense,Entertainment,Streaming,-140.96,Credit Card,Biletix
TXN0650,2025-10-06,Expense,Transportation,Public Transport,-267.97,Credit Card,BiTaksi
TXN0652,2025-10-07,Expense,Health,Pharmacy,-85.34,Debit Card,Acibadem
TXN0653,2025-10-07,Expense,Food,Restaurant,-211.36,Cash,Migros
TXN0654,2025-10-07,Expense,Food,Groceries,-105.26,Debit Card,Migros
TXN0655,2025-10-09,Expense,Transportation,Taxi,-86.79,Debit Card,Petrol Ofisi
TXN0656,2025-10-10,Expense,Utilities,Phone,-66.96,Cash,ASKI
TXN0657,2025-10-10,Expense,Transportation,Taxi,-201.25,Credit Card,Shell
TXN0658,2025-10-10,Expense,Food,Groceries,-137.13,Cash,Starbucks
TXN0659,2025-10-10,Expense,Shopping,Home,-120.41,Cash,Zara
TXN0660,2025-10-11,Expense,Food,Groceries,-46.67,,Starbucks
TXN0661,2025-10-11,Expense,Savings,Gold,-341.77,Cash,IsYatirim
TXN0662,2025-10-11,Expense,Shopping,Clothing,-397.05,Debit Card,Trendyol
TXN0663,2025-10-11,Expense,Education,Book,-594.57,Credit Card,Coursera
TXN0664,2025-10-12,Expense,Shopping,Clothing,-309.5,Credit Card,Zara
TXN0665,2025-10-12,Expense,Entertainment,Cinema,-358.97,Debit Card,Biletix
TXN0666,2025-10-13,Expense,Education,Course,-467.75,Debit Card,Udemy
TXN0667,2025-10-14,Expense,Education,Book,-126.53,Cash,D&R
TXN0669,2025-10-15,Expense,Entertainment,Concert,-311.55,Cash,Biletix
TXN0668,2025-10-15,Expense,Shopping,Home,-180.55,Cash,MediaMarkt
TXN0670,2025-10-16,Expense,Health,Pharmacy,-126.28,Debit Card,Acibadem
TXN0671,2025-10-17,Expense,Education,Course,-559.72,Debit Card,Coursera
TXN0672,2025-10-17,Expense,Food,Cafe,-154.97,Cash,CarrefourSA
TXN0673,2025-10-17,Expense,Shopping,Electronics,-369.27,Debit Card,Zara
TXN0674,2025-10-17,Expense,Food,Cafe,-97.99,Credit Card,
TXN0675,2025-10-18,Expense,Transportation,Fuel,-196.37,Debit Card,Shell
TXN0676,2025-10-18,Expense,Savings,Mutual Fund,-944.67,Credit Card,Garanti BBVA
TXN0677,2025-10-19,Expense,Shopping,Home,-571.7,Credit Card,Zara
TXN0678,2025-10-19,Expense,Food,Groceries,-237.61,Credit Card,Getir
TXN0679,2025-10-20,Expense,Shopping,Home,-124.95,Debit Card,Trendyol
TXN0680,2025-10-21,Expense,Food,Restaurant,-273.38,Cash,Local Cafe
TXN0681,2025-10-21,Expense,Food,Restaurant,-108.58,Credit Card,Starbucks
TXN0684,2025-10-22,Expense,Food,Cafe,-148.54,Credit Card,Starbucks
TXN0682,2025-10-22,Expense,Savings,FX,-1235.21,Credit Card,Garanti BBVA
TXN0683,2025-10-22,Expense,Food,Restaurant,-140.4,Cash,Starbucks
TXN0686,2025-10-23,Expense,Food,Groceries,-128.31,Cash,Local Cafe
TXN0685,2025-10-23,Expense,Shopping,Home,-147.83,Credit Card,Trendyol
TXN0687,2025-10-23,Expense,Transportation,Taxi,-209.98,Cash,Petrol Ofisi
TXN0689,2025-10-24,Expense,Entertainment,Streaming,-302.81,Debit Card,Biletix
TXN0688,2025-10-24,Expense,Transportation,Taxi,-244.03,Cash,BiTaksi
TXN0690,2025-10-24,Expense,Entertainment,Concert,-273.0,Credit Card,Netflix
TXN0691,2025-10-25,Expense,Education,Course,-671.49,Cash,D&R
TXN0692,2025-10-26,Expense,Entertainment,Concert,-368.69,Debit Card,Biletix
TXN0694,2025-10-28,Expense,Shopping,Home,-227.49,Debit Card,Zara
TXN0695,2025-10-28,Expense,Food,Restaurant,-138.78,Debit Card,CarrefourSA
TXN0696,2025-10-28,Expense,Shopping,Clothing,-263.22,Credit Card,MediaMarkt
TXN0697,2025-10-28,Expense,Food,Restaurant,-55.48,Credit Card,CarrefourSA
TXN0693,2025-10-28,Expense,Food,Groceries,-78.67,Credit Card,Local Cafe
TXN0698,2025-10-29,Expense,Transportation,Fuel,-28.89,Cash,BiTaksi
TXN0699,2025-10-29,Expense,Entertainment,Streaming,-327.22,Credit Card,Cinemaximum
TXN0700,2025-10-29,Expense,Shopping,Clothing,-121.98,Credit Card,IKEA
TXN0701,2025-10-29,Expense,Food,Groceries,-232.79,Debit Card,Starbucks
TXN0702,2025-10-29,Expense,Shopping,Home,-149.63,Credit Card,IKEA
TXN0703,2025-10-29,Expense,Shopping,Clothing,-598.76,Debit Card,MediaMarkt
TXN0704,2025-10-31,Expense,food,Cafe,-30.19,Cash,Local Cafe
TXN0707,2025-11-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0705,2025-11-01,Expense,Transportation,Public Transport,-106.23,Debit Card,BiTaksi
TXN0706,2025-11-01,Expense,Food,Restaurant,-266.29,Credit Card,Local Cafe
TXN0709,2025-11-02,Expense,Entertainment,Cinema,-147.97,Debit Card,Cinemaximum
TXN0710,2025-11-02,Expense,Entertainment,Cinema,-30.24,Debit Card,Biletix
TXN0708,2025-11-02,Expense,Transportation,Taxi,-95.74,Cash,Shell
TXN0711,2025-11-03,Expense,Personal Care,Haircut,-341.19,Debit Card,Sephora
TXN0712,2025-11-03,Expense,Utilities,Internet,-130.09,Credit Card,Enerjisa
TXN0713,2025-11-04,Expense,Shopping,Electronics,-457.73,Cash,IKEA
TXN0714,2025-11-05,Expense,Shopping,Clothing,-454.23,Debit Card,Trendyol
TXN0715,2025-11-06,Expense,Food,Restaurant,-198.75,Debit Card,Getir
TXN0718,2025-11-07,Expense,Entertainment,Concert,-354.67,Debit Card,Spotify
TXN0716,2025-11-07,Expense,Food,Restaurant,-175.95,Cash,Local Cafe
TXN0717,2025-11-07,Expense,Transportation,Public Transport,-215.06,Credit Card,Ankara EGO
TXN0719,2025-11-08,Expense,Entertainment,Streaming,-126.0,Credit Card,Cinemaximum
TXN0720,2025-11-08,Expense,Shopping,Electronics,-205.06,Credit Card,Zara
TXN0721,2025-11-08,Expense,Food,Cafe,-51.06,Cash,Getir
TXN0722,2025-11-08,Expense,Food,Cafe,-145.25,Debit Card,Migros
TXN0726,2025-11-09,Expense,Utilities,Phone,-137.63,Credit Card,Enerjisa
TXN0724,2025-11-09,Expense,Utilities,Water,-86.22,Debit Card,Superonline
TXN0725,2025-11-09,Expense,Utilities,Electricity,-63.68,Cash,Enerjisa
TXN0723,2025-11-09,Expense,Shopping,Electronics,-523.08,Debit Card,Zara
TXN0727,2025-11-10,Expense,food,Cafe,-145.6,Debit Card,Getir
TXN0728,2025-11-11,Expense,Entertainment,Cinema,-271.64,Cash,Biletix
TXN0729,2025-11-11,Expense,Entertainment,Concert,-276.52,Cash,Spotify
TXN0730,2025-11-11,Expense,Savings,FX,-688.84,Cash,Garanti BBVA
TXN0731,2025-11-11,Expense,Shopping,Home,-622.17,Cash,Zara
TXN0732,2025-11-11,Expense,Shopping,Home,-481.53,Credit Card,Trendyol
TXN0733,2025-11-11,Expense,Education,Course,-524.61,Debit Card,Udemy
TXN0734,2025-11-12,Expense,Food,Restaurant,-127.12,Cash,Starbucks
TXN0735,2025-11-12,Expense,Savings,FX,-1089.91,Cash,Garanti BBVA
TXN0736,2025-11-12,Expense,Savings,Mutual Fund,-1042.41,Cash,IsYatirim
TXN0737,2025-11-13,Expense,Food,Cafe,-279.33,Cash,CarrefourSA
TXN0740,2025-11-14,Expense,Transportation,Public Transport,-103.71,Cash,Petrol Ofisi
TXN0738,2025-11-14,Expense,Food,Cafe,-166.96,Debit Card,Local Cafe
TXN0739,2025-11-14,Expense,Shopping,Electronics,-296.61,Cash,Trendyol
TXN0741,2025-11-15,Expense,Food,Groceries,-194.06,Cash,Starbucks
TXN0742,2025-11-16,Expense,Shopping,Home,-425.1,Cash,MediaMarkt
TXN0743,2025-11-16,Expense,Health,Pharmacy,-145.36,Debit Card,Medical Park
TXN0744,2025-11-16,Expense,Shopping,Electronics,-721.7,Debit Card,Trendyol
TXN0745,2025-11-17,Expense,Food,Cafe,-60.83,Credit Card,Migros
TXN0746,2025-11-18,Expense,Shopping,Electronics,-839.01,Credit Card,IKEA
TXN0747,2025-11-19,Expense,Food,Cafe,-122.85,Cash,Starbucks
TXN0748,2025-11-20,Expense,Food,Restaurant,-137.52,Cash,Starbucks
TXN0749,2025-11-20,Expense,Food,Groceries,-206.17,Debit Card,Migros
TXN0750,2025-11-21,Expense,Personal Care,Cosmetics,-258.79,Cash,Sephora
TXN0751,2025-11-21,Expense,Entertainment,Concert,-163.5,Debit Card,Spotify
TXN0753,2025-11-24,Expense,Entertainment,Concert,-142.92,,Spotify
TXN0752,2025-11-24,Expense,Entertainment,Streaming,-238.72,Credit Card,Biletix
TXN0755,2025-11-25,Expense,Personal Care,Haircut,-428.08,Cash,Beauty Salon
TXN0754,2025-11-25,Expense,Food,Restaurant,-109.57,Cash,Local Cafe
TXN0756,2025-11-25,Expense,Shopping,Electronics,-729.12,,Trendyol
TXN0760,2025-11-26,Expense,Health,Pharmacy,-218.28,Cash,Medical Park
TXN0758,2025-11-26,Expense,Food,Restaurant,-140.71,Credit Card,CarrefourSA
TXN0757,2025-11-26,Expense,Savings,Mutual Fund,-930.75,Cash,IsYatirim
TXN0759,2025-11-26,Expense,Transportation,Fuel,-136.66,Cash,Shell
TXN0761,2025-11-27,Expense,Transportation,Public Transport,-175.35,Cash,Shell
TXN0762,2025-11-28,Expense,Savings,Gold,-343.14,Cash,IsYatirim
TXN0764,2025-11-28,Expense,Food,Restaurant,-188.8,Credit Card,CarrefourSA
TXN0765,2025-11-28,Expense,Food,Restaurant,-38.57,Credit Card,Getir
TXN0766,2025-11-28,Expense,Food,Groceries,-85.62,Debit Card,Getir
TXN0767,2025-11-28,Income,Salary,Monthly Salary,32485.99,Bank Transfer,TechCorp A.S.
TXN0763,2025-11-28,Expense,Food,Groceries,-154.16,Cash,Getir
TXN0768,2025-11-29,Expense,Food,Cafe,-135.87,Cash,CarrefourSA
TXN0769,2025-11-30,Expense,Food,Groceries,-71.83,Credit Card,Getir
TXN0770,2025-11-30,Expense,Personal Care,Cosmetics,-100.5,Cash,Beauty Salon
TXN0771,2025-11-30,Expense,Transportation,Fuel,-140.64,Credit Card,Shell
TXN0773,2025-12-01,Expense,Food,Restaurant,-29.32,Cash,Starbucks
TXN0772,2025-12-01,Expense,Food,Restaurant,-33.92,Debit Card,Getir
TXN0774,2025-12-01,Expense,Entertainment,Concert,-201.64,Debit Card,Biletix
TXN0777,2025-12-01,Expense,Personal Care,Haircut,-212.11,,Beauty Salon
TXN0776,2025-12-01,Expense,Housing,Rent,-8500.0,,Landlord
TXN0775,2025-12-01,Income,Salary,Monthly Salary,32383.18,Bank Transfer,TechCorp A.S.
TXN0779,2025-12-02,Expense,Transportation,Public Transport,-125.31,Cash,Ankara EGO
TXN0780,2025-12-02,Expense,Food,Restaurant,-72.54,Cash,Getir
TXN0778,2025-12-02,Expense,Food,Restaurant,-213.49,Debit Card,Getir
TXN0781,2025-12-03,Expense,Transportation,Taxi,-42.55,Cash,BiTaksi
TXN0782,2025-12-03,Expense,Savings,FX,-354.2,Cash,Garanti BBVA
TXN0783,2025-12-03,Expense,Shopping,Clothing,-582.62,Cash,Zara
TXN0784,2025-12-04,Expense,Shopping,Clothing,-876.54,Cash,Zara
TXN0785,2025-12-04,Expense,Entertainment,Streaming,-253.9,Debit Card,Biletix
TXN0786,2025-12-04,Expense,Entertainment,Cinema,-50.85,Debit Card,Netflix
TXN0787,2025-12-05,Expense,Utilities,Electricity,-95.51,Debit Card,Turkcell
TXN0788,2025-12-05,Expense,Food,Groceries,-199.33,Debit Card,Migros
TXN0789,2025-12-05,Expense,Transportation,Taxi,-18.35,Debit Card,BiTaksi
TXN0791,2025-12-06,Expense,Utilities,Phone,-60.37,Debit Card,Superonline
TXN0793,2025-12-06,Expense,Shopping,Electronics,-868.87,Cash,MediaMarkt
TXN0792,2025-12-06,Expense,Utilities,Water,-157.74,Debit Card,Enerjisa
TXN0790,2025-12-06,Expense,Transportation,Taxi,-97.04,Debit Card,Shell
TXN0794,2025-12-06,Expense,Food,Restaurant,-271.6,Cash,CarrefourSA
TXN0795,2025-12-07,Expense,Shopping,Home,-154.47,Cash,MediaMarkt
TXN0796,2025-12-07,Expense,Education,Book,-642.09,Cash,Coursera
TXN0797,2025-12-08,Expense,Food,Cafe,-273.2,Cash,Starbucks
TXN0798,2025-12-08,Expense,Food,Cafe,-230.13,Debit Card,CarrefourSA
TXN0799,2025-12-09,Expense,Savings,Gold,-459.2,Cash,Garanti BBVA
TXN0800,2025-12-10,Expense,Entertainment,Cinema,-394.53,Debit Card,Spotify
TXN0801,2025-12-10,Expense,Education,Book,-567.01,Credit Card,Coursera
TXN0802,2025-12-10,Expense,food,Groceries,-193.95,Credit Card,Local Cafe
TXN0810,2025-12-11,Expense,Savings,Mutual Fund,-1063.11,Credit Card,IsYatirim
TXN0809,2025-12-11,Expense,Transportation,Fuel,-21.47,Credit Card,Ankara EGO
TXN0804,2025-12-11,Expense,Entertainment,Concert,-127.86,Cash,Cinemaximum
TXN0807,2025-12-11,Expense,Utilities,Internet,-50.96,,Enerjisa
TXN0803,2025-12-11,Expense,Shopping,Clothing,-258.57,Cash,Zara
TXN0805,2025-12-11,Expense,Shopping,Clothing,-735.83,Debit Card,Trendyol
TXN0806,2025-12-11,Expense,Education,Course,-611.08,Credit Card,Udemy
TXN0808,2025-12-11,Expense,Food,Restaurant,-48.17,Credit Card,CarrefourSA
TXN0811,2025-12-12,Expense,Transportation,Fuel,-258.28,Cash,Shell
TXN0817,2025-12-13,Expense,Shopping,Electronics,-174.02,Debit Card,MediaMarkt
TXN0814,2025-12-13,Expense,Savings,FX,-1055.61,Credit Card,Garanti BBVA
TXN0816,2025-12-13,Expense,Shopping,Clothing,-106.06,Credit Card,Zara
TXN0812,2025-12-13,Expense,Food,Groceries,-267.55,Debit Card,Migros
TXN0815,2025-12-13,Expense,Shopping,Clothing,-446.85,Credit Card,MediaMarkt
TXN0813,2025-12-13,Expense,Shopping,Electronics,-187.54,Credit Card,IKEA
TXN0818,2025-12-14,Expense,Shopping,Electronics,-480.79,Debit Card,IKEA
TXN0820,2025-12-15,Expense,Shopping,Home,-623.11,,MediaMarkt
TXN0819,2025-12-15,Expense,Shopping,Clothing,-436.33,Debit Card,Zara
TXN0821,2025-12-16,Expense,Health,Pharmacy,-46.72,Debit Card,Eczane
TXN0823,2025-12-17,Expense,Shopping,Clothing,-395.98,Debit Card,Zara
TXN0822,2025-12-17,Expense,Education,Course,-516.02,Cash,Coursera
TXN0824,2025-12-18,Expense,Food,Restaurant,-29.85,Credit Card,CarrefourSA
TXN0825,2025-12-18,Expense,Transportation,Taxi,-275.05,Cash,Ankara EGO
TXN0826,2025-12-18,Expense,Education,Course,-630.56,Credit Card,Udemy
TXN0827,2025-12-19,Expense,Food,Restaurant,-145.91,Credit Card,Starbucks
TXN0828,2025-12-19,Expense,Food,Groceries,-32.91,Cash,Starbucks
TXN0829,2025-12-19,Expense,Shopping,Home,-142.39,Debit Card,MediaMarkt
TXN0830,2025-12-19,Expense,Shopping,Home,-325.42,Cash,IKEA
TXN0831,2025-12-19,Expense,Transportation,Public Transport,-147.63,Debit Card,BiTaksi
TXN0832,2025-12-20,Expense,Food,Groceries,-91.89,Cash,Starbucks
TXN0833,2025-12-20,Expense,Transportation,Taxi,-133.77,Credit Card,Petrol Ofisi
TXN0836,2025-12-21,Expense,Health,Doctor,-289.99,,Acibadem
TXN0834,2025-12-21,Expense,Entertainment,Concert,-69.01,Cash,Spotify
TXN0835,2025-12-21,Expense,Food,Cafe,-141.0,Credit Card,Migros
TXN0837,2025-12-22,Expense,Food,Groceries,-202.7,Debit Card,CarrefourSA
TXN0839,2025-12-22,Expense,Transportation,Public Transport,-197.99,Credit Card,BiTaksi
TXN0838,2025-12-22,Expense,Food,Restaurant,-175.07,Cash,Starbucks
TXN0840,2025-12-23,Expense,Transportation,Fuel,-114.76,Cash,BiTaksi
TXN0841,2025-12-25,Expense,Shopping,Electronics,-512.39,Cash,Trendyol
TXN0842,2025-12-26,Expense,Savings,Mutual Fund,-816.63,Credit Card,IsYatirim
TXN0843,2025-12-26,Expense,Savings,Mutual Fund,-409.37,,IsYatirim
TXN0844,2025-12-27,Expense,Shopping,Electronics,-766.59,Credit Card,Trendyol
TXN0845,2025-12-27,Expense,Shopping,Home,-582.53,Credit Card,Trendyol
TXN0846,2025-12-29,Expense,Food,Restaurant,-232.93,Debit Card,Migros
TXN0847,2025-12-31,Expense,Entertainment,Cinema,-323.27,,Biletix
TXN0848,2025-12-31,Expense,Personal Care,Cosmetics,-408.19,Debit Card,Gratis
TXN0849,2025-12-31,Expense,Shopping,Electronics,-821.86,Credit Card,MediaMarkt
TXN0850,2025-12-31,Expense,Health,Pharmacy,-132.15,Debit Card,Medical Park
